query_name,fastest_total_time_s,fastest_planning_time_s,fastest_execution_time_s,fastest_source,status,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
15a.sql,0.26231499999999996,0.017567,0.244748,cm_jn,success,0.26376,0.273942,0.26231499999999996,0.279476
15b.sql,0.041777,0.01611,0.025667000000000002,ce_jn,success,0.044081999999999996,0.041777,0.046524,0.043752
15c.sql,0.5064069999999999,0.023739,0.482668,jn,success,0.733054,0.514171,0.742957,0.5064069999999999
15d.sql,0.48263199999999995,0.021182,0.46144999999999997,ce_jn,success,0.7309890000000001,0.48263199999999995,0.720815,0.482815
16a.sql,0.227317,0.009522000000000001,0.217795,ce_jn,success,0.25022,0.227317,0.254142,0.232413
16b.sql,11.228110000000001,0.011731,11.216379000000002,all_three,success,11.228110000000001,19.003732,11.651126,18.612195
16c.sql,1.044859,0.011526,1.033333,all_three,success,1.044859,1.526903,1.086131,1.526872
16d.sql,0.8753480000000001,0.011970000000000001,0.8633780000000001,all_three,success,0.8753480000000001,1.2176339999999999,1.1308649999999998,1.86423
17a.sql,8.593767,0.004923,8.588844,all_three,success,8.593767,10.343523999999999,10.690149,22.694016
17b.sql,7.89984,0.004869,7.894971,all_three,success,7.89984,9.127718,7.938078999999999,8.942104999999998
17c.sql,7.764729999999999,0.005634,7.7590959999999995,all_three,success,7.764729999999999,8.768155,10.026685000000002,8.983889000000001
17d.sql,7.843576,0.004828000000000001,7.838748,all_three,success,7.843576,8.773385,10.128225999999998,9.063157
17e.sql,7.443223,0.004652,7.438571,all_three,success,7.443223,11.163908,13.185447,30.426751
17f.sql,8.913127000000001,0.005006999999999999,8.90812,all_three,success,8.913127000000001,10.762761,11.068278,23.455281
